index,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1925,M,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
1926,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
1927,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
1928,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6
1929,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
1930,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1931,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
1932,I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
1933,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
1934,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
1935,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
1936,I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
1937,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
1938,M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11
1939,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
1940,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
1941,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
1942,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8
1943,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
1944,M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
1945,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
1946,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1947,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
1948,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
1949,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
1950,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
1951,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6
1952,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
1953,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
1954,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
1955,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
1956,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
1957,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
1958,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
1959,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
1960,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
1961,M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8
1962,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
1963,M,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
1964,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
1965,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
1966,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
1967,F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
1968,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
1969,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
1970,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
1971,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10
1972,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
1973,F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
1974,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1975,I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
1976,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
1977,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
1978,I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7
1979,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
1980,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
1981,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
1982,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
1983,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1984,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
1985,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
1986,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
1987,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9
1988,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
1989,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
1990,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
1991,I,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11
1992,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
1993,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
1994,I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
1995,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
1996,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
1997,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
1998,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
1999,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7
2000,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15
2001,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
2002,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
2003,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
2004,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
2005,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
2006,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
2007,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
2008,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
2009,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
2010,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
2011,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
2012,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
2013,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
2014,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
2015,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
2016,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
2017,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
2018,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9
2019,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
2020,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
2021,F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10
2022,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
2023,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
2024,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
2025,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
2026,M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
2027,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
2028,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
2029,F,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
2030,M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
2031,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
2032,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
2033,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
2034,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
2035,F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
2036,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
2037,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2038,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
2039,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
2040,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
2041,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
2042,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
2043,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
2044,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7
2045,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12
2046,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
2047,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
2048,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
2049,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
2050,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
2051,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
2052,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
2053,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
2054,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
2055,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
2056,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
2057,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
2058,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
2059,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
2060,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
2061,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9
2062,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
2063,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
2064,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
2065,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
2066,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
2067,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
2068,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
2069,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
2070,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
2071,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
2072,F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12
2073,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
2074,I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
2075,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
2076,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
2077,I,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6
2078,M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
2079,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
2080,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
2081,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
2082,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6
2083,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
2084,F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
2085,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
2086,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2087,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
2088,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2089,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
2090,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
2091,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
2092,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
2093,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
2094,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
2095,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
2096,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
2097,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
2098,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
2099,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
2100,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
2101,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
2102,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
2103,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
2104,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
2105,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
2106,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
2107,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
2108,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
2109,M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
2110,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
2111,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10
2112,I,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7
2113,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
2114,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
2115,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
2116,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
2117,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
2118,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
2119,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
2120,I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
2121,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
2122,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
2123,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
2124,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
2125,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
2126,I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7
2127,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
2128,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
2129,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
2130,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
2131,I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
2132,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
2133,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
2134,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
2135,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
2136,M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2137,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
2138,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
2139,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
2140,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
2141,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
2142,I,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
2143,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
2144,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
2145,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
2146,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
2147,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6
2148,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
2149,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
2150,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
2151,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
2152,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
2153,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
2154,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
2155,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
2156,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
2157,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
2158,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
2159,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2160,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
2161,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
2162,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
2163,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
2164,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2165,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
2166,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
2167,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
2168,M,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
2169,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
2170,I,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,11
2171,I,0.55,0.435,0.165,0.804,0.34,0.194,0.244,8
2172,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
2173,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
2174,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
2175,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7
2176,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
2177,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
2178,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
2179,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
2180,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
2181,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
2182,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
2183,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
2184,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15
2185,M,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
2186,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
2187,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
2188,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
2189,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
2190,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
2191,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
2192,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
2193,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2194,I,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
2195,I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8
2196,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9
2197,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
2198,I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
2199,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
2200,M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17
2201,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
2202,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
2203,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
2204,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
2205,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
2206,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
2207,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
2208,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
2209,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2210,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
2211,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
2212,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
2213,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
2214,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5
2215,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
2216,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2217,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
2218,M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13
2219,F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
2220,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
2221,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
2222,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
2223,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
2224,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
2225,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
2226,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
2227,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
2228,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
2229,M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
2230,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
2231,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
2232,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
2233,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
2234,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
2235,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
2236,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
2237,M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
2238,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
2239,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
2240,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
2241,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
2242,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
2243,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
2244,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
2245,I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
2246,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
2247,M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
2248,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2249,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
2250,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
2251,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
2252,M,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
2253,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
2254,M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
2255,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
2256,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
2257,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
2258,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
2259,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2260,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
2261,F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
2262,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2263,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
2264,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
2265,F,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
2266,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
2267,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
2268,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
2269,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
2270,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
2271,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
2272,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
2273,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
2274,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
2275,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
2276,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
2277,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
2278,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
2279,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2280,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
2281,I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
2282,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
2283,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
2284,M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2285,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
2286,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
2287,I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
2288,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
2289,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
2290,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
2291,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
2292,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2293,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
2294,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
2295,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
2296,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
2297,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
2298,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
2299,F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9
2300,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
2301,I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
2302,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
2303,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
2304,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
